ID,op_status,total_funding_usd,funding_rounds,first_funding_date,last_funding_date,num_investors,funding_duration,first_funding_utc,last_funding_utc,successful_investment
20749,operating,,1,01-04-2012,01-04-2012,2,0,15431,15431,0
20750,operating,6525000,2,01-01-2011,12-02-2013,13,773,14975,15748,0
20751,operating,,1,28-09-2015,28-09-2015,1,0,16706,16706,0
20752,operating,311000,3,01-12-2011,31-03-2013,5,486,15309,15795,0
20753,operating,9542943,1,05-06-2014,05-06-2014,1,0,16226,16226,0
20754,operating,50000000,1,21-08-2008,21-08-2008,1,0,14112,14112,0
20755,operating,,1,10-08-2014,10-08-2014,1,0,16292,16292,0
20756,operating,833170,1,04-04-2013,04-04-2013,3,0,15799,15799,0
20757,operating,41500,2,07-12-2011,07-07-2013,1,578,15315,15893,0
20758,operating,5000000,1,08-12-2014,08-12-2014,1,0,16412,16412,0
20759,operating,64219,1,23-09-2014,23-09-2014,2,0,16336,16336,0
20760,operating,21189,1,05-09-2011,05-09-2011,1,0,15222,15222,0
20761,operating,450000,2,01-03-2013,01-04-2014,2,396,15765,16161,0
20762,closed,26000000,1,04-05-2004,04-05-2004,3,0,12542,12542,0
20763,acquired,13200001,5,19-01-2005,20-11-2010,6,2131,12802,14933,1
20764,operating,75000000,1,20-08-2014,20-08-2014,1,0,16302,16302,0
20765,operating,13000000,3,04-11-2011,01-07-2015,5,1335,15282,16617,0
20766,operating,3800000,1,02-07-2013,02-07-2013,1,0,15888,15888,0
20767,operating,130000000,11,01-03-2001,26-02-2015,16,5110,11382,16492,0
20768,operating,22478077,3,26-04-2007,16-11-2009,4,935,13629,14564,0
20769,operating,9350000,1,28-04-2008,28-04-2008,1,0,13997,13997,0
20770,closed,25000,1,01-03-2012,01-03-2012,1,0,15400,15400,0
20771,acquired,10000000,2,26-07-2010,23-08-2011,7,393,14816,15209,1
20772,operating,45000,1,01-01-2014,01-01-2014,1,0,16071,16071,0
20773,closed,875000,1,25-04-2014,25-04-2014,13,0,16185,16185,0
20774,operating,8500000,3,08-12-2010,17-10-2014,7,1409,14951,16360,0
20775,operating,25000,1,27-09-2013,27-09-2013,2,0,15975,15975,0
20776,acquired,46000000,1,26-05-2004,26-05-2004,7,0,12564,12564,1
20777,operating,13000000,2,01-02-2012,11-12-2013,3,679,15371,16050,0
20778,operating,5000000,2,05-06-2008,11-12-2013,1,2015,14035,16050,0
20779,operating,40000,1,25-11-2013,25-11-2013,1,0,16034,16034,0
20780,operating,40000,1,13-06-2011,13-06-2011,1,0,15138,15138,0
20781,operating,9349999,5,08-10-2009,03-03-2015,2,1972,14525,16497,0
20782,closed,10000000,1,19-11-2007,19-11-2007,2,0,13836,13836,0
20783,acquired,9500000,1,06-08-2013,06-08-2013,2,0,15923,15923,1
20784,operating,,1,24-08-2011,24-08-2011,1,0,15210,15210,0
20785,operating,2100000,3,01-12-2011,01-09-2013,3,640,15309,15949,0
20786,acquired,1915000,3,01-08-2007,17-02-2009,6,566,13726,14292,1
20787,operating,1025000,2,01-03-2013,02-10-2013,2,215,15765,15980,0
20788,operating,630969,4,24-11-2009,01-10-2014,2,1772,14572,16344,0
20789,acquired,1908237,1,17-06-2009,17-06-2009,1,0,14412,14412,1
20790,operating,6295000,4,01-12-2010,23-06-2014,8,1300,14944,16244,0
20791,operating,925000,1,10-09-2013,10-09-2013,4,0,15958,15958,0
20792,operating,74150000,6,01-01-2009,20-05-2015,21,2330,14245,16575,0
20793,operating,3100000,1,21-01-2009,21-01-2009,2,0,14265,14265,0
20794,operating,2900000,1,02-09-2015,02-09-2015,10,0,16680,16680,0
20795,operating,393671,2,31-05-2013,06-05-2014,2,340,15856,16196,0
20796,operating,8600000,1,27-04-2015,27-04-2015,3,0,16552,16552,0
20797,operating,,1,21-04-2015,21-04-2015,4,0,16546,16546,0
20798,operating,42000000,1,28-07-2003,28-07-2003,1,0,12261,12261,0
20799,acquired,13350000,2,13-05-2008,14-04-2009,3,336,14012,14348,1
20800,operating,20000000,1,29-01-2010,29-01-2010,1,0,14638,14638,0
20801,operating,26215,1,01-09-2014,01-09-2014,1,0,16314,16314,0
20802,operating,15295019,2,20-10-2000,31-01-2003,5,833,11250,12083,0
20803,closed,8000000,1,23-08-2000,23-08-2000,1,0,11192,11192,0
20804,operating,2065000,2,01-12-2007,01-08-2010,2,974,13848,14822,0
20805,closed,23000000,4,01-03-2003,18-12-2009,8,2484,12112,14596,0
20806,operating,25000,1,01-12-2014,01-12-2014,1,0,16405,16405,0
20807,operating,7720000,3,16-07-2006,26-04-2010,8,1380,13345,14725,0
20808,operating,9058042.76,3,30-01-2010,08-10-2011,4,616,14639,15255,0
20809,operating,666953,8,01-07-2012,01-06-2015,8,1065,15522,16587,0
20810,operating,20932000,2,02-06-2010,17-04-2014,5,1415,14762,16177,0
20811,ipo,59500000,4,09-03-2007,21-08-2009,13,896,13581,14477,1
20812,operating,82100000,1,23-07-2015,23-07-2015,6,0,16639,16639,0
20813,closed,20000000,1,14-10-2010,14-10-2010,2,0,14896,14896,0
20814,operating,,1,09-07-2014,09-07-2014,4,0,16260,16260,0
20815,operating,,1,17-05-2012,17-05-2012,1,0,15477,15477,0
20816,acquired,1717000,2,29-06-2012,28-05-2014,10,698,15520,16218,1
20817,operating,,1,07-09-2014,07-09-2014,1,0,16320,16320,0
20818,operating,40000,1,12-12-2013,12-12-2013,1,0,16051,16051,0
20819,acquired,500000,1,01-06-2011,01-06-2011,2,0,15126,15126,1
20820,operating,1874221,2,01-05-2013,12-06-2014,4,407,15826,16233,0
20821,operating,1254300,3,11-10-2006,03-09-2013,3,2519,13432,15951,0
20822,acquired,50000,1,01-09-2014,01-09-2014,1,0,16314,16314,1
20823,operating,950000,3,25-07-2015,27-08-2015,2,33,16641,16674,0
20824,operating,100000,1,07-02-2012,07-02-2012,1,0,15377,15377,0
20825,ipo,87386000,4,14-09-2009,01-07-2014,5,1751,14501,16252,1
20826,operating,27300000,3,23-10-2008,26-01-2011,7,825,14175,15000,0
20827,operating,700000,1,20-03-2012,20-03-2012,1,0,15419,15419,0
20828,operating,223478,2,31-12-2014,05-05-2015,2,125,16435,16560,0
20829,operating,30000000,1,19-07-2011,19-07-2011,2,0,15174,15174,0
20830,operating,2000000,1,23-08-2011,23-08-2011,6,0,15209,15209,0
20831,operating,500000,2,30-03-2005,18-06-2014,1,3367,12872,16239,0
20832,closed,907665.2329,1,20-01-2015,20-01-2015,1,0,16455,16455,0
20833,acquired,114000000,3,31-01-2007,09-05-2011,4,1559,13544,15103,1
20834,operating,14000000,1,25-04-2005,25-04-2005,2,0,12898,12898,0
20835,acquired,,1,06-07-2006,06-07-2006,1,0,13335,13335,1
20836,operating,2275000,2,01-09-2013,14-05-2014,4,255,15949,16204,0
20837,operating,25107,2,20-06-2014,01-11-2014,2,134,16241,16375,0
20838,operating,6300000,1,08-10-2014,08-10-2014,10,0,16351,16351,0
20839,operating,5059192,1,24-10-2014,24-10-2014,2,0,16367,16367,0
20840,operating,25000,1,10-11-2006,10-11-2006,1,0,13462,13462,0
20841,operating,6259998,5,01-10-2010,06-05-2014,4,1313,14883,16196,0
20842,operating,98000000,1,12-01-2015,12-01-2015,4,0,16447,16447,0
20843,operating,6500000,2,30-05-2014,30-07-2014,6,61,16220,16281,0
20844,operating,,1,24-10-2013,24-10-2013,1,0,16002,16002,0
20845,closed,54000000,3,02-10-2007,05-01-2010,8,826,13788,14614,0
20846,operating,50000,1,01-03-2015,01-03-2015,1,0,16495,16495,0
20847,operating,14876146,3,01-04-2010,01-01-2011,1,275,14700,14975,0
20848,operating,3000000,1,08-03-2006,08-03-2006,4,0,13215,13215,0
20849,operating,,2,09-09-2011,13-09-2013,2,735,15226,15961,0
20850,operating,935000,1,26-11-2014,26-11-2014,5,0,16400,16400,0
20851,operating,250000,1,18-05-2015,18-05-2015,1,0,16573,16573,0
20852,operating,,2,13-12-2011,13-11-2012,2,336,15321,15657,0
20853,closed,1225000,2,05-08-2014,23-04-2015,2,261,16287,16548,0
20854,operating,37188388,2,14-02-2007,07-08-2009,1,905,13558,14463,0
20855,operating,15000,1,01-03-2013,01-03-2013,1,0,15765,15765,0
20856,operating,,1,01-11-2007,01-11-2007,1,0,13818,13818,0
20857,operating,1000000,1,03-03-2015,03-03-2015,1,0,16497,16497,0
20858,operating,6250000,5,28-03-2011,01-12-2014,6,1344,15061,16405,0
20859,operating,57003656,5,01-06-2006,30-06-2014,11,2951,13300,16251,0
20860,operating,7800000,1,12-10-2015,12-10-2015,2,0,16720,16720,0
20861,operating,,1,11-10-2013,11-10-2013,1,0,15989,15989,0
20862,ipo,10000002,2,07-05-2010,17-12-2013,1,1320,14736,16056,1
20863,operating,196226,1,23-09-2014,23-09-2014,1,0,16336,16336,0
20864,operating,955000,1,26-12-2013,26-12-2013,1,0,16065,16065,0
20865,operating,697428.6343,1,13-11-2015,13-11-2015,1,0,16752,16752,0
20866,operating,2000000,2,20-01-2015,25-08-2015,2,217,16455,16672,0
20867,closed,8000000,1,02-06-2005,02-06-2005,2,0,12936,12936,0
20868,operating,597642,2,03-04-2013,21-11-2014,2,597,15798,16395,0
20869,acquired,10000000,1,20-10-2003,20-10-2003,3,0,12345,12345,1
20870,operating,40000,1,05-01-2015,05-01-2015,1,0,16440,16440,0
20871,operating,2013684.334,3,01-01-2014,11-08-2015,6,587,16071,16658,0
20872,operating,,1,28-06-2010,28-06-2010,1,0,14788,14788,0
20873,operating,10000000,2,16-06-2006,01-01-2008,2,564,13315,13879,0
20874,operating,40000,1,20-10-2012,20-10-2012,1,0,15633,15633,0
20875,operating,8519259,3,24-03-2010,10-11-2014,8,1692,14692,16384,0
20876,operating,329023,1,11-09-2014,11-09-2014,4,0,16324,16324,0
20877,operating,2050000,5,17-12-2013,25-06-2015,2,555,16056,16611,0
20878,operating,769035,2,12-02-2013,21-02-2013,4,9,15748,15757,0
20879,operating,428482,3,04-02-2013,19-01-2015,3,714,15740,16454,0
20880,operating,250000,2,01-05-2015,15-07-2015,1,75,16556,16631,0
20881,acquired,3239000,2,01-07-2005,09-07-2006,4,373,12965,13338,1
20882,operating,3640000,2,01-06-2015,13-10-2015,4,134,16587,16721,0
20883,operating,1346000,2,19-03-2015,30-09-2015,1,195,16513,16708,0
20884,operating,,1,22-09-2011,22-09-2011,1,0,15239,15239,0
20885,operating,125000,1,01-02-2011,01-02-2011,1,0,15006,15006,0
20886,operating,2100000,2,15-03-2013,09-04-2014,2,390,15779,16169,0
20887,acquired,58200000,5,01-05-2000,01-07-2007,11,2617,11078,13695,1
20888,acquired,1250000,2,02-11-2011,30-11-2011,4,28,15280,15308,1
20889,operating,2980000,1,16-10-2009,16-10-2009,1,0,14533,14533,0
20890,operating,2825000,2,05-03-2013,02-05-2013,3,58,15769,15827,0
20891,operating,363000,1,19-01-2006,19-01-2006,1,0,13167,13167,0
20892,operating,6750000,2,14-08-2013,20-08-2014,18,371,15931,16302,0
20893,operating,499000,1,15-01-2015,15-01-2015,1,0,16450,16450,0
20894,closed,19311,1,06-09-2010,06-09-2010,1,0,14858,14858,0
20895,operating,,1,22-07-2013,22-07-2013,1,0,15908,15908,0
20896,operating,22000000,1,11-11-2015,11-11-2015,1,0,16750,16750,0
20897,operating,2009100,1,12-01-2009,12-01-2009,1,0,14256,14256,0
20898,acquired,12700000,3,30-12-2002,20-02-2004,8,417,12051,12468,1
20899,operating,1796636,2,02-07-2010,02-04-2012,4,640,14792,15432,0
20900,closed,60000,1,18-01-2010,18-01-2010,1,0,14627,14627,0
20901,operating,13500000,2,13-01-2005,01-07-2006,10,534,12796,13330,0
20902,operating,77500918,6,14-06-2010,09-06-2015,12,1821,14774,16595,0
20903,acquired,,1,01-12-1999,01-12-1999,1,0,10926,10926,1
20904,operating,,1,01-09-2014,01-09-2014,1,0,16314,16314,0
20905,operating,1500000,3,01-01-2009,28-03-2011,2,816,14245,15061,0
20906,closed,,1,08-05-2008,08-05-2008,1,0,14007,14007,0
20907,operating,40000,1,07-03-2012,07-03-2012,1,0,15406,15406,0
20908,acquired,,3,13-04-2011,15-04-2013,4,733,15077,15810,1
20909,closed,2000000,1,15-11-2002,15-11-2002,1,0,12006,12006,0
20910,operating,670000,1,06-07-2010,06-07-2010,1,0,14796,14796,0
20911,operating,9000000,1,21-03-2005,21-03-2005,1,0,12863,12863,0
20912,operating,720000,1,01-11-2005,01-11-2005,1,0,13088,13088,0
20913,acquired,35000000,2,23-10-2000,13-09-2002,9,690,11253,11943,1
20914,operating,25000000,1,20-08-2014,20-08-2014,2,0,16302,16302,0
20915,operating,,2,01-12-2014,27-07-2015,2,238,16405,16643,0
20916,operating,127469,1,06-11-2014,06-11-2014,1,0,16380,16380,0
20917,operating,,1,16-10-2014,16-10-2014,1,0,16359,16359,0
20918,operating,550000,2,14-12-2013,07-01-2014,1,24,16053,16077,0
20919,operating,,1,29-09-2014,29-09-2014,1,0,16342,16342,0
20920,operating,19252,2,30-03-2014,05-12-2014,1,250,16159,16409,0
20921,ipo,20000000,1,29-04-2004,29-04-2004,4,0,12537,12537,1
20922,operating,150000,1,14-11-2013,14-11-2013,2,0,16023,16023,0
20923,closed,56829,1,01-05-2012,01-05-2012,1,0,15461,15461,0
20924,operating,37303,1,05-06-2012,05-06-2012,1,0,15496,15496,0
20925,operating,11000000,1,30-06-2015,30-06-2015,6,0,16616,16616,0
20926,operating,3900000,3,01-01-2007,03-09-2009,5,976,13514,14490,0
20927,closed,905693,3,23-04-2010,15-11-2013,4,1302,14722,16024,0
20928,operating,1302500,1,08-05-2012,08-05-2012,2,0,15468,15468,0
20929,operating,1400000,1,26-10-2015,26-10-2015,7,0,16734,16734,0
20930,acquired,,2,01-08-2012,19-04-2013,2,261,15553,15814,1
20931,operating,1100000,1,01-02-2006,01-02-2006,2,0,13180,13180,0
20932,acquired,1200000,1,01-05-2011,01-05-2011,2,0,15095,15095,1
20933,operating,,1,17-09-2015,17-09-2015,1,0,16695,16695,0
20934,operating,15000000,1,02-09-2014,02-09-2014,1,0,16315,16315,0
20935,operating,893679,1,18-07-2013,18-07-2013,1,0,15904,15904,0
20936,operating,95000,2,25-04-2013,04-09-2013,1,132,15820,15952,0
20937,operating,1900000,1,10-06-2015,10-06-2015,7,0,16596,16596,0
20938,operating,,1,16-09-2010,16-09-2010,1,0,14868,14868,0
20939,operating,2800000,1,23-02-2015,23-02-2015,5,0,16489,16489,0
20940,operating,21330000,1,06-12-2007,06-12-2007,2,0,13853,13853,0
20941,acquired,2800000,2,11-05-2006,22-01-2007,3,256,13279,13535,1
20942,operating,128850000,6,19-09-2009,29-07-2015,34,2139,14506,16645,0
20943,operating,11248028,5,02-09-2011,15-10-2014,2,1139,15219,16358,0
20944,acquired,18000000,2,16-01-2001,26-05-2004,7,1226,11338,12564,1
20945,acquired,6450000,5,14-07-2009,09-01-2015,6,2005,14439,16444,1
20946,operating,,1,17-11-2014,17-11-2014,1,0,16391,16391,0
20947,operating,,1,05-12-2012,05-12-2012,1,0,15679,15679,0
20948,operating,100000,1,30-08-2011,30-08-2011,1,0,15216,15216,0
20949,operating,4500000,2,24-06-2010,24-11-2013,4,1249,14784,16033,0
20950,operating,164473,1,15-12-2013,15-12-2013,1,0,16054,16054,0
20951,operating,24451943,3,02-04-2012,18-11-2015,2,1325,15432,16757,0
20952,operating,,1,01-04-2015,01-04-2015,2,0,16526,16526,0
20953,operating,36000,1,01-03-2013,01-03-2013,1,0,15765,15765,0
20954,acquired,1500000,1,01-10-2013,01-10-2013,12,0,15979,15979,1
20955,closed,1350000,1,01-06-2012,01-06-2012,1,0,15492,15492,0
20956,acquired,6000000,1,25-01-2006,25-01-2006,1,0,13173,13173,1
20957,operating,120500000,6,01-03-2013,27-07-2015,37,878,15765,16643,0
20958,operating,,1,01-04-2015,01-04-2015,1,0,16526,16526,0
20959,operating,65070,2,03-01-2012,01-01-2013,2,364,15342,15706,0
20960,operating,8520000,2,01-09-2005,13-11-2008,7,1169,13027,14196,0
20961,operating,330000,3,15-07-2012,30-04-2015,6,1019,15536,16555,0
20962,operating,,1,01-12-2013,01-12-2013,1,0,16040,16040,0
20963,closed,,1,11-07-2011,11-07-2011,1,0,15166,15166,0
20964,operating,600000,1,01-01-2013,01-01-2013,1,0,15706,15706,0
20965,operating,416691.4566,2,13-11-2013,11-07-2015,2,605,16022,16627,0
20966,acquired,11000000,3,01-02-2001,21-06-2012,3,4158,11354,15512,1
20967,acquired,10000000,1,09-05-2000,09-05-2000,2,0,11086,11086,1
20968,acquired,55004618,3,01-06-2011,28-11-2013,5,911,15126,16037,1
20969,operating,,1,01-12-2011,01-12-2011,1,0,15309,15309,0
20970,acquired,105500000,2,06-07-2009,16-12-2013,1,1624,14431,16055,1
20971,operating,3500000,1,26-04-2013,26-04-2013,1,0,15821,15821,0
20972,operating,24158698,5,30-08-2010,01-09-2015,11,1828,14851,16679,0
20973,acquired,26991390,2,22-01-2007,22-04-2009,4,821,13535,14356,1
20974,operating,20000000,1,01-12-2011,01-12-2011,2,0,15309,15309,0
20975,operating,,1,25-02-2014,25-02-2014,1,0,16126,16126,0
20976,operating,5757955,1,28-06-2013,28-06-2013,1,0,15884,15884,0
20977,operating,1620000,2,01-01-2015,27-05-2015,8,146,16436,16582,0
20978,operating,4000000,2,01-06-2014,01-12-2014,22,183,16222,16405,0
20979,operating,,1,01-03-2012,01-03-2012,1,0,15400,15400,0
20980,acquired,23000000,2,27-01-2004,06-11-2006,6,1014,12444,13458,1
20981,operating,10000000,1,01-10-2014,01-10-2014,1,0,16344,16344,0
20982,operating,,1,30-01-2012,30-01-2012,1,0,15369,15369,0
20983,operating,5500000,1,06-06-2006,06-06-2006,1,0,13305,13305,0
20984,operating,1000000,1,22-07-2015,22-07-2015,1,0,16638,16638,0
20985,operating,141461,3,01-03-2015,01-05-2015,3,61,16495,16556,0
20986,operating,3250000,2,10-08-2012,01-01-2013,1,144,15562,15706,0
20987,acquired,1800000,1,01-04-2013,01-04-2013,1,0,15796,15796,1
20988,operating,314795,1,01-07-2012,01-07-2012,1,0,15522,15522,0
20989,acquired,458089999,10,05-03-2007,15-10-2012,21,2051,13577,15628,1
20990,operating,8787500,3,15-08-2011,20-10-2015,10,1527,15201,16728,0
20991,ipo,75000000,1,04-12-2014,04-12-2014,1,0,16408,16408,1
20992,operating,4400000,3,25-02-2013,03-12-2015,14,1011,15761,16772,0
20993,operating,,1,01-03-2015,01-03-2015,1,0,16495,16495,0
20994,operating,129006,1,26-09-2012,26-09-2012,1,0,15609,15609,0
20995,operating,129679,1,30-11-2012,30-11-2012,1,0,15674,15674,0
20996,operating,,1,25-09-2007,25-09-2007,1,0,13781,13781,0
20997,operating,1750000,2,16-01-2013,03-03-2014,2,411,15721,16132,0
20998,acquired,368500000,2,09-07-2007,30-07-2007,2,21,13703,13724,1
20999,operating,,1,01-08-2012,01-08-2012,1,0,15553,15553,0
21000,closed,17000000,2,27-04-2015,06-05-2015,2,9,16552,16561,0
21001,operating,15000000,1,15-02-2005,15-02-2005,4,0,12829,12829,0
21002,operating,12000000,1,17-05-2013,17-05-2013,1,0,15842,15842,0
21003,operating,40000,1,13-02-2013,13-02-2013,1,0,15749,15749,0
21004,operating,4325000,6,01-01-2011,06-03-2014,14,1160,14975,16135,0
21005,operating,20000,1,18-07-2014,18-07-2014,1,0,16269,16269,0
21006,operating,12000000,1,28-10-2014,28-10-2014,1,0,16371,16371,0
21007,acquired,28000000,2,27-01-2003,12-06-2005,9,867,12079,12946,1
21008,closed,39240.30764,1,01-10-2014,01-10-2014,2,0,16344,16344,0
21009,operating,500000,2,01-08-2005,01-10-2009,3,1522,12996,14518,0
21010,operating,15305146,1,22-10-2014,22-10-2014,2,0,16365,16365,0
21011,operating,2000000,1,05-05-2010,05-05-2010,1,0,14734,14734,0
21012,operating,1500000,1,28-06-2005,28-06-2005,2,0,12962,12962,0
21013,operating,50000,1,30-10-2013,30-10-2013,1,0,16008,16008,0
21014,operating,12430000,2,29-01-2010,12-12-2012,3,1048,14638,15686,0
21015,operating,30000000,1,24-09-2007,24-09-2007,2,0,13780,13780,0
21016,operating,,1,20-12-2010,20-12-2010,1,0,14963,14963,0
21017,closed,,1,15-01-2015,15-01-2015,1,0,16450,16450,0
21018,operating,,1,01-04-2015,01-04-2015,1,0,16526,16526,0
21019,operating,14200000,2,16-05-2010,28-05-2013,2,1108,14745,15853,0
21020,operating,14000000,1,06-09-2010,06-09-2010,1,0,14858,14858,0
21021,operating,1000000,1,01-04-2004,01-04-2004,3,0,12509,12509,0
21022,operating,,1,27-04-2015,27-04-2015,1,0,16552,16552,0
21023,operating,3000000,1,24-01-2007,24-01-2007,1,0,13537,13537,0
21024,operating,,1,01-01-2010,01-01-2010,1,0,14610,14610,0
21025,acquired,74170000,4,08-07-2009,04-09-2013,14,1519,14433,15952,1
21026,operating,600000,2,29-03-2012,16-06-2012,6,79,15428,15507,0
21027,operating,,1,01-02-2010,01-02-2010,1,0,14641,14641,0
21028,operating,900000,1,01-12-2000,01-12-2000,2,0,11292,11292,0
21029,operating,3091250,4,30-09-2013,27-05-2015,10,604,15978,16582,0
21030,operating,,1,01-06-2009,01-06-2009,1,0,14396,14396,0
21031,operating,76336992,14,27-03-2009,16-01-2014,3,1756,14330,16086,0
21032,operating,,1,12-04-2012,12-04-2012,1,0,15442,15442,0
21033,operating,40624513,10,01-12-2009,22-04-2015,6,1968,14579,16547,0
21034,operating,8656775,5,08-11-2007,31-07-2015,1,2822,13825,16647,0
21035,acquired,23500000,3,20-12-2004,16-09-2008,8,1366,12772,14138,1
21036,operating,10000,1,01-11-2014,01-11-2014,1,0,16375,16375,0
21037,acquired,22500000,4,15-12-2006,23-06-2008,10,556,13497,14053,1
21038,operating,1289733,1,13-12-2012,13-12-2012,1,0,15687,15687,0
21039,operating,19210000,2,01-04-2012,27-05-2015,1,1151,15431,16582,0
21040,operating,8000000,6,27-10-2013,22-06-2015,3,603,16005,16608,0
21041,operating,20000,1,01-09-2015,01-09-2015,1,0,16679,16679,0
21042,operating,9000000,1,09-04-2007,09-04-2007,1,0,13612,13612,0
21043,closed,153553,1,01-09-2015,01-09-2015,1,0,16679,16679,0
21044,operating,23000000,3,01-10-2011,27-01-2015,7,1214,15248,16462,0
21045,operating,49350000,5,01-05-2009,01-10-2011,9,883,14365,15248,0
21046,operating,3200000,2,01-10-2012,21-10-2013,3,385,15614,15999,0
21047,operating,30000,1,01-07-2010,01-07-2010,1,0,14791,14791,0
21048,operating,,1,22-02-2013,22-02-2013,1,0,15758,15758,0
21049,operating,3000000,1,23-10-2013,23-10-2013,5,0,16001,16001,0
21050,closed,6000000,1,25-07-2007,25-07-2007,1,0,13719,13719,0
21051,closed,,1,01-05-2015,01-05-2015,1,0,16556,16556,0
21052,operating,100000,2,02-09-2014,27-02-2015,2,178,16315,16493,0
21053,operating,,1,22-09-2015,22-09-2015,3,0,16700,16700,0
21054,operating,69000,2,31-12-2012,21-05-2014,1,506,15705,16211,0
21055,closed,10800000,2,01-12-2006,04-03-2008,4,459,13483,13942,0
21056,operating,5000000,1,29-11-2006,29-11-2006,2,0,13481,13481,0
21057,operating,23000000,1,10-11-2010,10-11-2010,1,0,14923,14923,0
21058,acquired,,1,09-09-2009,09-09-2009,1,0,14496,14496,1
21059,operating,43200001,4,01-01-2006,03-05-2010,5,1583,13149,14732,0
21060,operating,,1,08-04-2013,08-04-2013,1,0,15803,15803,0
21061,operating,7494980,3,30-06-2009,05-06-2013,6,1436,14425,15861,0
21062,operating,,1,01-09-2012,01-09-2012,2,0,15584,15584,0
21063,operating,14942854,3,02-10-2012,02-07-2014,3,638,15615,16253,0
21064,acquired,18450000,5,01-03-2007,16-05-2013,7,2268,13573,15841,1
21065,acquired,3450000,1,07-08-2007,07-08-2007,2,0,13732,13732,1
21066,operating,6597,1,01-01-2013,01-01-2013,1,0,15706,15706,0
